"source_file","original_name","standardized_name"
"h216.xlsx","FAMID19","FAMID"
"h216.xlsx","RULETR19","RULETR"
"h216.xlsx","RUSIZE19","RUSIZE"
"h216.xlsx","RUCLAS19","RUCLAS"
"h216.xlsx","FAMSZE19","FAMSZE"
"h216.xlsx","REGION19","REGION"
"h216.xlsx","REFPRS19","REFPRS"
"h216.xlsx","RESP19","RESP"
"h216.xlsx","PROXY19","PROXY"
"h216.xlsx","ENDRFM19","ENDRFM"
"h216.xlsx","ENDRFY19","ENDRFY"
"h216.xlsx","INSCOP19","INSCOP"
"h216.xlsx","ELGRND19","ELGRND"
"h216.xlsx","AGE19X","AGEX"
"h216.xlsx","MARRY19X","MARRYX"
"h216.xlsx","SPOUID19","SPOUID"
"h216.xlsx","SPOUIN19","SPOUIN"
"h216.xlsx","FTSTU19X","FTSTUX"
"h216.xlsx","REFRL19X","REFRLX"
"h216.xlsx","ANYLMI19","ANYLMI"
"h216.xlsx","DDNWRK19","DDNWRK"
"h216.xlsx","OTHDYS19","OTHDYS"
"h216.xlsx","OTHNDD19","OTHNDD"
"h216.xlsx","FILEDR19","FILEDR"
"h216.xlsx","WILFIL19","WILFIL"
"h216.xlsx","FLSTAT19","FLSTAT"
"h216.xlsx","FILER19","FILER"
"h216.xlsx","JTINRU19","JTINRU"
"h216.xlsx","JNTPID19","JNTPID"
"h216.xlsx","TAXFRM19","TAXFRM"
"h216.xlsx","FOODST19","FOODST"
"h216.xlsx","FOODMN19","FOODMN"
"h216.xlsx","FOODVL19","FOODVL"
"h216.xlsx","TTLP19X","TTLPX"
"h216.xlsx","FAMINC19","FAMINC"
"h216.xlsx","POVCAT19","POVCAT"
"h216.xlsx","POVLEV19","POVLEV"
"h216.xlsx","WAGEP19X","WAGEPX"
"h216.xlsx","WAGIMP19","WAGIMP"
"h216.xlsx","BUSNP19X","BUSNPX"
"h216.xlsx","BUSIMP19","BUSIMP"
"h216.xlsx","UNEMP19X","UNEMPX"
"h216.xlsx","UNEIMP19","UNEIMP"
"h216.xlsx","WCMPP19X","WCMPPX"
"h216.xlsx","WCPIMP19","WCPIMP"
"h216.xlsx","INTRP19X","INTRPX"
"h216.xlsx","INTIMP19","INTIMP"
"h216.xlsx","DIVDP19X","DIVDPX"
"h216.xlsx","DIVIMP19","DIVIMP"
"h216.xlsx","SALEP19X","SALEPX"
"h216.xlsx","SALIMP19","SALIMP"
"h216.xlsx","PENSP19X","PENSPX"
"h216.xlsx","PENIMP19","PENIMP"
"h216.xlsx","SSECP19X","SSECPX"
"h216.xlsx","SSCIMP19","SSCIMP"
"h216.xlsx","TRSTP19X","TRSTPX"
"h216.xlsx","TRTIMP19","TRTIMP"
"h216.xlsx","VETSP19X","VETSPX"
"h216.xlsx","VETIMP19","VETIMP"
"h216.xlsx","IRASP19X","IRASPX"
"h216.xlsx","IRAIMP19","IRAIMP"
"h216.xlsx","ALIMP19X","ALIMPX"
"h216.xlsx","ALIIMP19","ALIIMP"
"h216.xlsx","CHLDP19X","CHLDPX"
"h216.xlsx","CHLIMP19","CHLIMP"
"h216.xlsx","CASHP19X","CASHPX"
"h216.xlsx","CSHIMP19","CSHIMP"
"h216.xlsx","SSIP19X","SSIPX"
"h216.xlsx","SSIIMP19","SSIIMP"
"h216.xlsx","PUBP19X","PUBPX"
"h216.xlsx","PUBIMP19","PUBIMP"
"h216.xlsx","OTHRP19X","OTHRPX"
"h216.xlsx","OTHIMP19","OTHIMP"
"h216.xlsx","TRIJA19X","TRIJAX"
"h216.xlsx","TRIFE19X","TRIFEX"
"h216.xlsx","TRIMA19X","TRIMAX"
"h216.xlsx","TRIAP19X","TRIAPX"
"h216.xlsx","TRIMY19X","TRIMYX"
"h216.xlsx","TRIJU19X","TRIJUX"
"h216.xlsx","TRIJL19X","TRIJLX"
"h216.xlsx","TRIAU19X","TRIAUX"
"h216.xlsx","TRISE19X","TRISEX"
"h216.xlsx","TRIOC19X","TRIOCX"
"h216.xlsx","TRINO19X","TRINOX"
"h216.xlsx","TRIDE19X","TRIDEX"
"h216.xlsx","MCRJA19","MCRJA"
"h216.xlsx","MCRFE19","MCRFE"
"h216.xlsx","MCRMA19","MCRMA"
"h216.xlsx","MCRAP19","MCRAP"
"h216.xlsx","MCRMY19","MCRMY"
"h216.xlsx","MCRJU19","MCRJU"
"h216.xlsx","MCRJL19","MCRJL"
"h216.xlsx","MCRAU19","MCRAU"
"h216.xlsx","MCRSE19","MCRSE"
"h216.xlsx","MCROC19","MCROC"
"h216.xlsx","MCRNO19","MCRNO"
"h216.xlsx","MCRDE19","MCRDE"
"h216.xlsx","MCRJA19X","MCRJAX"
"h216.xlsx","MCRFE19X","MCRFEX"
"h216.xlsx","MCRMA19X","MCRMAX"
"h216.xlsx","MCRAP19X","MCRAPX"
"h216.xlsx","MCRMY19X","MCRMYX"
"h216.xlsx","MCRJU19X","MCRJUX"
"h216.xlsx","MCRJL19X","MCRJLX"
"h216.xlsx","MCRAU19X","MCRAUX"
"h216.xlsx","MCRSE19X","MCRSEX"
"h216.xlsx","MCROC19X","MCROCX"
"h216.xlsx","MCRNO19X","MCRNOX"
"h216.xlsx","MCRDE19X","MCRDEX"
"h216.xlsx","MCDJA19","MCDJA"
"h216.xlsx","MCDFE19","MCDFE"
"h216.xlsx","MCDMA19","MCDMA"
"h216.xlsx","MCDAP19","MCDAP"
"h216.xlsx","MCDMY19","MCDMY"
"h216.xlsx","MCDJU19","MCDJU"
"h216.xlsx","MCDJL19","MCDJL"
"h216.xlsx","MCDAU19","MCDAU"
"h216.xlsx","MCDSE19","MCDSE"
"h216.xlsx","MCDOC19","MCDOC"
"h216.xlsx","MCDNO19","MCDNO"
"h216.xlsx","MCDDE19","MCDDE"
"h216.xlsx","MCDJA19X","MCDJAX"
"h216.xlsx","MCDFE19X","MCDFEX"
"h216.xlsx","MCDMA19X","MCDMAX"
"h216.xlsx","MCDAP19X","MCDAPX"
"h216.xlsx","MCDMY19X","MCDMYX"
"h216.xlsx","MCDJU19X","MCDJUX"
"h216.xlsx","MCDJL19X","MCDJLX"
"h216.xlsx","MCDAU19X","MCDAUX"
"h216.xlsx","MCDSE19X","MCDSEX"
"h216.xlsx","MCDOC19X","MCDOCX"
"h216.xlsx","MCDNO19X","MCDNOX"
"h216.xlsx","MCDDE19X","MCDDEX"
"h216.xlsx","GVAJA19","GVAJA"
"h216.xlsx","GVAFE19","GVAFE"
"h216.xlsx","GVAMA19","GVAMA"
"h216.xlsx","GVAAP19","GVAAP"
"h216.xlsx","GVAMY19","GVAMY"
"h216.xlsx","GVAJU19","GVAJU"
"h216.xlsx","GVAJL19","GVAJL"
"h216.xlsx","GVAAU19","GVAAU"
"h216.xlsx","GVASE19","GVASE"
"h216.xlsx","GVAOC19","GVAOC"
"h216.xlsx","GVANO19","GVANO"
"h216.xlsx","GVADE19","GVADE"
"h216.xlsx","GVBJA19","GVBJA"
"h216.xlsx","GVBFE19","GVBFE"
"h216.xlsx","GVBMA19","GVBMA"
"h216.xlsx","GVBAP19","GVBAP"
"h216.xlsx","GVBMY19","GVBMY"
"h216.xlsx","GVBJU19","GVBJU"
"h216.xlsx","GVBJL19","GVBJL"
"h216.xlsx","GVBAU19","GVBAU"
"h216.xlsx","GVBSE19","GVBSE"
"h216.xlsx","GVBOC19","GVBOC"
"h216.xlsx","GVBNO19","GVBNO"
"h216.xlsx","GVBDE19","GVBDE"
"h216.xlsx","GVCJA19","GVCJA"
"h216.xlsx","GVCFE19","GVCFE"
"h216.xlsx","GVCMA19","GVCMA"
"h216.xlsx","GVCAP19","GVCAP"
"h216.xlsx","GVCMY19","GVCMY"
"h216.xlsx","GVCJU19","GVCJU"
"h216.xlsx","GVCJL19","GVCJL"
"h216.xlsx","GVCAU19","GVCAU"
"h216.xlsx","GVCSE19","GVCSE"
"h216.xlsx","GVCOC19","GVCOC"
"h216.xlsx","GVCNO19","GVCNO"
"h216.xlsx","GVCDE19","GVCDE"
"h216.xlsx","VAPJA19","VAPJA"
"h216.xlsx","VAPFE19","VAPFE"
"h216.xlsx","VAPMA19","VAPMA"
"h216.xlsx","VAPAP19","VAPAP"
"h216.xlsx","VAPMY19","VAPMY"
"h216.xlsx","VAPJU19","VAPJU"
"h216.xlsx","VAPJL19","VAPJL"
"h216.xlsx","VAPAU19","VAPAU"
"h216.xlsx","VAPSE19","VAPSE"
"h216.xlsx","VAPOC19","VAPOC"
"h216.xlsx","VAPNO19","VAPNO"
"h216.xlsx","VAPDE19","VAPDE"
"h216.xlsx","IHSJA19","IHSJA"
"h216.xlsx","IHSFE19","IHSFE"
"h216.xlsx","IHSMA19","IHSMA"
"h216.xlsx","IHSAP19","IHSAP"
"h216.xlsx","IHSMY19","IHSMY"
"h216.xlsx","IHSJU19","IHSJU"
"h216.xlsx","IHSJL19","IHSJL"
"h216.xlsx","IHSAU19","IHSAU"
"h216.xlsx","IHSSE19","IHSSE"
"h216.xlsx","IHSOC19","IHSOC"
"h216.xlsx","IHSNO19","IHSNO"
"h216.xlsx","IHSDE19","IHSDE"
"h216.xlsx","PUBJA19X","PUBJAX"
"h216.xlsx","PUBFE19X","PUBFEX"
"h216.xlsx","PUBMA19X","PUBMAX"
"h216.xlsx","PUBAP19X","PUBAPX"
"h216.xlsx","PUBMY19X","PUBMYX"
"h216.xlsx","PUBJU19X","PUBJUX"
"h216.xlsx","PUBJL19X","PUBJLX"
"h216.xlsx","PUBAU19X","PUBAUX"
"h216.xlsx","PUBSE19X","PUBSEX"
"h216.xlsx","PUBOC19X","PUBOCX"
"h216.xlsx","PUBNO19X","PUBNOX"
"h216.xlsx","PUBDE19X","PUBDEX"
"h216.xlsx","PEGJA19","PEGJA"
"h216.xlsx","PEGFE19","PEGFE"
"h216.xlsx","PEGMA19","PEGMA"
"h216.xlsx","PEGAP19","PEGAP"
"h216.xlsx","PEGMY19","PEGMY"
"h216.xlsx","PEGJU19","PEGJU"
"h216.xlsx","PEGJL19","PEGJL"
"h216.xlsx","PEGAU19","PEGAU"
"h216.xlsx","PEGSE19","PEGSE"
"h216.xlsx","PEGOC19","PEGOC"
"h216.xlsx","PEGNO19","PEGNO"
"h216.xlsx","PEGDE19","PEGDE"
"h216.xlsx","PDKJA19","PDKJA"
"h216.xlsx","PDKFE19","PDKFE"
"h216.xlsx","PDKMA19","PDKMA"
"h216.xlsx","PDKAP19","PDKAP"
"h216.xlsx","PDKMY19","PDKMY"
"h216.xlsx","PDKJU19","PDKJU"
"h216.xlsx","PDKJL19","PDKJL"
"h216.xlsx","PDKAU19","PDKAU"
"h216.xlsx","PDKSE19","PDKSE"
"h216.xlsx","PDKOC19","PDKOC"
"h216.xlsx","PDKNO19","PDKNO"
"h216.xlsx","PDKDE19","PDKDE"
"h216.xlsx","PNGJA19","PNGJA"
"h216.xlsx","PNGFE19","PNGFE"
"h216.xlsx","PNGMA19","PNGMA"
"h216.xlsx","PNGAP19","PNGAP"
"h216.xlsx","PNGMY19","PNGMY"
"h216.xlsx","PNGJU19","PNGJU"
"h216.xlsx","PNGJL19","PNGJL"
"h216.xlsx","PNGAU19","PNGAU"
"h216.xlsx","PNGSE19","PNGSE"
"h216.xlsx","PNGOC19","PNGOC"
"h216.xlsx","PNGNO19","PNGNO"
"h216.xlsx","PNGDE19","PNGDE"
"h216.xlsx","POGJA19","POGJA"
"h216.xlsx","POGFE19","POGFE"
"h216.xlsx","POGMA19","POGMA"
"h216.xlsx","POGAP19","POGAP"
"h216.xlsx","POGMY19","POGMY"
"h216.xlsx","POGJU19","POGJU"
"h216.xlsx","POGJL19","POGJL"
"h216.xlsx","POGAU19","POGAU"
"h216.xlsx","POGSE19","POGSE"
"h216.xlsx","POGOC19","POGOC"
"h216.xlsx","POGNO19","POGNO"
"h216.xlsx","POGDE19","POGDE"
"h216.xlsx","POEJA19","POEJA"
"h216.xlsx","POEFE19","POEFE"
"h216.xlsx","POEMA19","POEMA"
"h216.xlsx","POEAP19","POEAP"
"h216.xlsx","POEMY19","POEMY"
"h216.xlsx","POEJU19","POEJU"
"h216.xlsx","POEJL19","POEJL"
"h216.xlsx","POEAU19","POEAU"
"h216.xlsx","POESE19","POESE"
"h216.xlsx","POEOC19","POEOC"
"h216.xlsx","POENO19","POENO"
"h216.xlsx","POEDE19","POEDE"
"h216.xlsx","PNEJA19","PNEJA"
"h216.xlsx","PNEFE19","PNEFE"
"h216.xlsx","PNEMA19","PNEMA"
"h216.xlsx","PNEAP19","PNEAP"
"h216.xlsx","PNEMY19","PNEMY"
"h216.xlsx","PNEJU19","PNEJU"
"h216.xlsx","PNEJL19","PNEJL"
"h216.xlsx","PNEAU19","PNEAU"
"h216.xlsx","PNESE19","PNESE"
"h216.xlsx","PNEOC19","PNEOC"
"h216.xlsx","PNENO19","PNENO"
"h216.xlsx","PNEDE19","PNEDE"
"h216.xlsx","PRXJA19","PRXJA"
"h216.xlsx","PRXFE19","PRXFE"
"h216.xlsx","PRXMA19","PRXMA"
"h216.xlsx","PRXAP19","PRXAP"
"h216.xlsx","PRXMY19","PRXMY"
"h216.xlsx","PRXJU19","PRXJU"
"h216.xlsx","PRXJL19","PRXJL"
"h216.xlsx","PRXAU19","PRXAU"
"h216.xlsx","PRXSE19","PRXSE"
"h216.xlsx","PRXOC19","PRXOC"
"h216.xlsx","PRXNO19","PRXNO"
"h216.xlsx","PRXDE19","PRXDE"
"h216.xlsx","PRIJA19","PRIJA"
"h216.xlsx","PRIFE19","PRIFE"
"h216.xlsx","PRIMA19","PRIMA"
"h216.xlsx","PRIAP19","PRIAP"
"h216.xlsx","PRIMY19","PRIMY"
"h216.xlsx","PRIJU19","PRIJU"
"h216.xlsx","PRIJL19","PRIJL"
"h216.xlsx","PRIAU19","PRIAU"
"h216.xlsx","PRISE19","PRISE"
"h216.xlsx","PRIOC19","PRIOC"
"h216.xlsx","PRINO19","PRINO"
"h216.xlsx","PRIDE19","PRIDE"
"h216.xlsx","HPEJA19","HPEJA"
"h216.xlsx","HPEFE19","HPEFE"
"h216.xlsx","HPEMA19","HPEMA"
"h216.xlsx","HPEAP19","HPEAP"
"h216.xlsx","HPEMY19","HPEMY"
"h216.xlsx","HPEJU19","HPEJU"
"h216.xlsx","HPEJL19","HPEJL"
"h216.xlsx","HPEAU19","HPEAU"
"h216.xlsx","HPESE19","HPESE"
"h216.xlsx","HPEOC19","HPEOC"
"h216.xlsx","HPENO19","HPENO"
"h216.xlsx","HPEDE19","HPEDE"
"h216.xlsx","HPDJA19","HPDJA"
"h216.xlsx","HPDFE19","HPDFE"
"h216.xlsx","HPDMA19","HPDMA"
"h216.xlsx","HPDAP19","HPDAP"
"h216.xlsx","HPDMY19","HPDMY"
"h216.xlsx","HPDJU19","HPDJU"
"h216.xlsx","HPDJL19","HPDJL"
"h216.xlsx","HPDAU19","HPDAU"
"h216.xlsx","HPDSE19","HPDSE"
"h216.xlsx","HPDOC19","HPDOC"
"h216.xlsx","HPDNO19","HPDNO"
"h216.xlsx","HPDDE19","HPDDE"
"h216.xlsx","HPNJA19","HPNJA"
"h216.xlsx","HPNFE19","HPNFE"
"h216.xlsx","HPNMA19","HPNMA"
"h216.xlsx","HPNAP19","HPNAP"
"h216.xlsx","HPNMY19","HPNMY"
"h216.xlsx","HPNJU19","HPNJU"
"h216.xlsx","HPNJL19","HPNJL"
"h216.xlsx","HPNAU19","HPNAU"
"h216.xlsx","HPNSE19","HPNSE"
"h216.xlsx","HPNOC19","HPNOC"
"h216.xlsx","HPNNO19","HPNNO"
"h216.xlsx","HPNDE19","HPNDE"
"h216.xlsx","HPOJA19","HPOJA"
"h216.xlsx","HPOFE19","HPOFE"
"h216.xlsx","HPOMA19","HPOMA"
"h216.xlsx","HPOAP19","HPOAP"
"h216.xlsx","HPOMY19","HPOMY"
"h216.xlsx","HPOJU19","HPOJU"
"h216.xlsx","HPOJL19","HPOJL"
"h216.xlsx","HPOAU19","HPOAU"
"h216.xlsx","HPOSE19","HPOSE"
"h216.xlsx","HPOOC19","HPOOC"
"h216.xlsx","HPONO19","HPONO"
"h216.xlsx","HPODE19","HPODE"
"h216.xlsx","HPXJA19","HPXJA"
"h216.xlsx","HPXFE19","HPXFE"
"h216.xlsx","HPXMA19","HPXMA"
"h216.xlsx","HPXAP19","HPXAP"
"h216.xlsx","HPXMY19","HPXMY"
"h216.xlsx","HPXJU19","HPXJU"
"h216.xlsx","HPXJL19","HPXJL"
"h216.xlsx","HPXAU19","HPXAU"
"h216.xlsx","HPXSE19","HPXSE"
"h216.xlsx","HPXOC19","HPXOC"
"h216.xlsx","HPXNO19","HPXNO"
"h216.xlsx","HPXDE19","HPXDE"
"h216.xlsx","HPRJA19","HPRJA"
"h216.xlsx","HPRFE19","HPRFE"
"h216.xlsx","HPRMA19","HPRMA"
"h216.xlsx","HPRAP19","HPRAP"
"h216.xlsx","HPRMY19","HPRMY"
"h216.xlsx","HPRJU19","HPRJU"
"h216.xlsx","HPRJL19","HPRJL"
"h216.xlsx","HPRAU19","HPRAU"
"h216.xlsx","HPRSE19","HPRSE"
"h216.xlsx","HPROC19","HPROC"
"h216.xlsx","HPRNO19","HPRNO"
"h216.xlsx","HPRDE19","HPRDE"
"h216.xlsx","INSJA19X","INSJAX"
"h216.xlsx","INSFE19X","INSFEX"
"h216.xlsx","INSMA19X","INSMAX"
"h216.xlsx","INSAP19X","INSAPX"
"h216.xlsx","INSMY19X","INSMYX"
"h216.xlsx","INSJU19X","INSJUX"
"h216.xlsx","INSJL19X","INSJLX"
"h216.xlsx","INSAU19X","INSAUX"
"h216.xlsx","INSSE19X","INSSEX"
"h216.xlsx","INSOC19X","INSOCX"
"h216.xlsx","INSNO19X","INSNOX"
"h216.xlsx","INSDE19X","INSDEX"
"h216.xlsx","PRVEV19","PRVEV"
"h216.xlsx","TRIEV19","TRIEV"
"h216.xlsx","MCREV19","MCREV"
"h216.xlsx","MCDEV19","MCDEV"
"h216.xlsx","VAEV19","VAEV"
"h216.xlsx","GVAEV19","GVAEV"
"h216.xlsx","GVBEV19","GVBEV"
"h216.xlsx","GVCEV19","GVCEV"
"h216.xlsx","UNINS19","UNINS"
"h216.xlsx","INSCOV19","INSCOV"
"h216.xlsx","INSURC19","INSURC"
"h216.xlsx","TRIST19X","TRIX"
"h216.xlsx","TRIPR19X","TRIPRX"
"h216.xlsx","TRIEX19X","TRIEXX"
"h216.xlsx","TRILI19X","TRILIX"
"h216.xlsx","TRICH19X","TRICHX"
"h216.xlsx","MCRPD19","MCRPD"
"h216.xlsx","MCRPD19X","MCRPDX"
"h216.xlsx","MCRPB19","MCRPB"
"h216.xlsx","MCRPHO19","MCRPHO"
"h216.xlsx","MCDHMO19","MCDHMO"
"h216.xlsx","MCDMC19","MCDMC"
"h216.xlsx","PRVHMO19","PRVHMO"
"h216.xlsx","TRICR19X","TRICRX"
"h216.xlsx","TRIAT19X","TRIATX"
"h216.xlsx","MCAID19","MCAID"
"h216.xlsx","MCAID19X","MCAIDX"
"h216.xlsx","MCARE19","MCARE"
"h216.xlsx","MCARE19X","MCAREX"
"h216.xlsx","MCDAT19X","MCDATX"
"h216.xlsx","GOVTA19","GOVTA"
"h216.xlsx","GOVAAT19","GOVAAT"
"h216.xlsx","GOVTB19","GOVTB"
"h216.xlsx","GOVBAT19","GOVBAT"
"h216.xlsx","GOVTC19","GOVTC"
"h216.xlsx","GOVCAT19","GOVCAT"
"h216.xlsx","VAPROG19","VAPROG"
"h216.xlsx","VAPRAT19","VAPRAT"
"h216.xlsx","IHS19","IHS"
"h216.xlsx","IHSAT19","IHSAT"
"h216.xlsx","PRIDK19","PRIDK"
"h216.xlsx","PRIEU19","PRIEU"
"h216.xlsx","PRING19","PRING"
"h216.xlsx","PRIOG19","PRIOG"
"h216.xlsx","PRINEO19","PRINEO"
"h216.xlsx","PRIEUO19","PRIEUO"
"h216.xlsx","PRSTX19","PRSTX"
"h216.xlsx","PRIV19","PRIV"
"h216.xlsx","PRIVAT19","PRIVAT"
"h216.xlsx","PUB19X","PUBX"
"h216.xlsx","PUBAT19X","PUBATX"
"h216.xlsx","VERFLG19","VERFLG"
"h216.xlsx","INS19X","INSX"
"h216.xlsx","INSAT19X","INSATX"
"h216.xlsx","DNTINS19","DNTINS"
"h216.xlsx","PMDINS19","PMDINS"
"h216.xlsx","TOTTCH19","TOTTCH"
"h216.xlsx","TOTEXP19","TOTEXP"
"h216.xlsx","TOTSLF19","TOTSLF"
"h216.xlsx","TOTMCR19","TOTMCR"
"h216.xlsx","TOTMCD19","TOTMCD"
"h216.xlsx","TOTPRV19","TOTPRV"
"h216.xlsx","TOTVA19","TOTVA"
"h216.xlsx","TOTTRI19","TOTTRI"
"h216.xlsx","TOTOFD19","TOTOFD"
"h216.xlsx","TOTSTL19","TOTSTL"
"h216.xlsx","TOTWCP19","TOTWCP"
"h216.xlsx","TOTOSR19","TOTOSR"
"h216.xlsx","TOTPTR19","TOTPTR"
"h216.xlsx","TOTOTH19","TOTOTH"
"h216.xlsx","OBTOTV19","OBTOTV"
"h216.xlsx","OBVTCH19","OBVTCH"
"h216.xlsx","OBVEXP19","OBVEXP"
"h216.xlsx","OBVSLF19","OBVSLF"
"h216.xlsx","OBVMCR19","OBVMCR"
"h216.xlsx","OBVMCD19","OBVMCD"
"h216.xlsx","OBVPRV19","OBVPRV"
"h216.xlsx","OBVVA19","OBVVA"
"h216.xlsx","OBVTRI19","OBVTRI"
"h216.xlsx","OBVOFD19","OBVOFD"
"h216.xlsx","OBVSTL19","OBVSTL"
"h216.xlsx","OBVWCP19","OBVWCP"
"h216.xlsx","OBVOSR19","OBVOSR"
"h216.xlsx","OBVPTR19","OBVPTR"
"h216.xlsx","OBVOTH19","OBVOTH"
"h216.xlsx","OBDRV19","OBDRV"
"h216.xlsx","OBDTCH19","OBDTCH"
"h216.xlsx","OBDEXP19","OBDEXP"
"h216.xlsx","OBDSLF19","OBDSLF"
"h216.xlsx","OBDMCR19","OBDMCR"
"h216.xlsx","OBDMCD19","OBDMCD"
"h216.xlsx","OBDPRV19","OBDPRV"
"h216.xlsx","OBDVA19","OBDVA"
"h216.xlsx","OBDTRI19","OBDTRI"
"h216.xlsx","OBDOFD19","OBDOFD"
"h216.xlsx","OBDSTL19","OBDSTL"
"h216.xlsx","OBDWCP19","OBDWCP"
"h216.xlsx","OBDOSR19","OBDOSR"
"h216.xlsx","OBDPTR19","OBDPTR"
"h216.xlsx","OBDOTH19","OBDOTH"
"h216.xlsx","OPTOTV19","OPTOTV"
"h216.xlsx","OPTTCH19","OPTTCH"
"h216.xlsx","OPTEXP19","OPTEXP"
"h216.xlsx","OPTSLF19","OPTSLF"
"h216.xlsx","OPTMCR19","OPTMCR"
"h216.xlsx","OPTMCD19","OPTMCD"
"h216.xlsx","OPTPRV19","OPTPRV"
"h216.xlsx","OPTVA19","OPTVA"
"h216.xlsx","OPTTRI19","OPTTRI"
"h216.xlsx","OPTOFD19","OPTOFD"
"h216.xlsx","OPTSTL19","OPTSTL"
"h216.xlsx","OPTWCP19","OPTWCP"
"h216.xlsx","OPTOSR19","OPTOSR"
"h216.xlsx","OPTPTR19","OPTPTR"
"h216.xlsx","OPTOTH19","OPTOTH"
"h216.xlsx","OPFTCH19","OPFTCH"
"h216.xlsx","OPFEXP19","OPFEXP"
"h216.xlsx","OPFSLF19","OPFSLF"
"h216.xlsx","OPFMCR19","OPFMCR"
"h216.xlsx","OPFMCD19","OPFMCD"
"h216.xlsx","OPFPRV19","OPFPRV"
"h216.xlsx","OPFVA19","OPFVA"
"h216.xlsx","OPFTRI19","OPFTRI"
"h216.xlsx","OPFOFD19","OPFOFD"
"h216.xlsx","OPFSTL19","OPFSTL"
"h216.xlsx","OPFWCP19","OPFWCP"
"h216.xlsx","OPFOSR19","OPFOSR"
"h216.xlsx","OPFPTR19","OPFPTR"
"h216.xlsx","OPFOTH19","OPFOTH"
"h216.xlsx","OPDEXP19","OPDEXP"
"h216.xlsx","OPDTCH19","OPDTCH"
"h216.xlsx","OPDSLF19","OPDSLF"
"h216.xlsx","OPDMCR19","OPDMCR"
"h216.xlsx","OPDMCD19","OPDMCD"
"h216.xlsx","OPDPRV19","OPDPRV"
"h216.xlsx","OPDVA19","OPDVA"
"h216.xlsx","OPDTRI19","OPDTRI"
"h216.xlsx","OPDOFD19","OPDOFD"
"h216.xlsx","OPDSTL19","OPDSTL"
"h216.xlsx","OPDWCP19","OPDWCP"
"h216.xlsx","OPDOSR19","OPDOSR"
"h216.xlsx","OPDPTR19","OPDPTR"
"h216.xlsx","OPDOTH19","OPDOTH"
"h216.xlsx","OPDRV19","OPDRV"
"h216.xlsx","OPVTCH19","OPVTCH"
"h216.xlsx","OPVEXP19","OPVEXP"
"h216.xlsx","OPVSLF19","OPVSLF"
"h216.xlsx","OPVMCR19","OPVMCR"
"h216.xlsx","OPVMCD19","OPVMCD"
"h216.xlsx","OPVPRV19","OPVPRV"
"h216.xlsx","OPVVA19","OPVVA"
"h216.xlsx","OPVTRI19","OPVTRI"
"h216.xlsx","OPVOFD19","OPVOFD"
"h216.xlsx","OPVSTL19","OPVSTL"
"h216.xlsx","OPVWCP19","OPVWCP"
"h216.xlsx","OPVOSR19","OPVOSR"
"h216.xlsx","OPVPTR19","OPVPTR"
"h216.xlsx","OPVOTH19","OPVOTH"
"h216.xlsx","OPSEXP19","OPSEXP"
"h216.xlsx","OPSTCH19","OPSTCH"
"h216.xlsx","OPSSLF19","OPSSLF"
"h216.xlsx","OPSMCR19","OPSMCR"
"h216.xlsx","OPSMCD19","OPSMCD"
"h216.xlsx","OPSPRV19","OPSPRV"
"h216.xlsx","OPSVA19","OPSVA"
"h216.xlsx","OPSTRI19","OPSTRI"
"h216.xlsx","OPSOFD19","OPSOFD"
"h216.xlsx","OPSSTL19","OPSSTL"
"h216.xlsx","OPSWCP19","OPSWCP"
"h216.xlsx","OPSOSR19","OPSOSR"
"h216.xlsx","OPSPTR19","OPSPTR"
"h216.xlsx","OPSOTH19","OPSOTH"
"h216.xlsx","ERTOT19","ERTOT"
"h216.xlsx","ERTTCH19","ERTTCH"
"h216.xlsx","ERTEXP19","ERTEXP"
"h216.xlsx","ERTSLF19","ERTSLF"
"h216.xlsx","ERTMCR19","ERTMCR"
"h216.xlsx","ERTMCD19","ERTMCD"
"h216.xlsx","ERTPRV19","ERTPRV"
"h216.xlsx","ERTVA19","ERTVA"
"h216.xlsx","ERTTRI19","ERTTRI"
"h216.xlsx","ERTOFD19","ERTOFD"
"h216.xlsx","ERTSTL19","ERTSTL"
"h216.xlsx","ERTWCP19","ERTWCP"
"h216.xlsx","ERTOSR19","ERTOSR"
"h216.xlsx","ERTPTR19","ERTPTR"
"h216.xlsx","ERTOTH19","ERTOTH"
"h216.xlsx","ERFTCH19","ERFTCH"
"h216.xlsx","ERFEXP19","ERFEXP"
"h216.xlsx","ERFSLF19","ERFSLF"
"h216.xlsx","ERFMCR19","ERFMCR"
"h216.xlsx","ERFMCD19","ERFMCD"
"h216.xlsx","ERFPRV19","ERFPRV"
"h216.xlsx","ERFVA19","ERFVA"
"h216.xlsx","ERFTRI19","ERFTRI"
"h216.xlsx","ERFOFD19","ERFOFD"
"h216.xlsx","ERFSTL19","ERFSTL"
"h216.xlsx","ERFWCP19","ERFWCP"
"h216.xlsx","ERFOSR19","ERFOSR"
"h216.xlsx","ERFPTR19","ERFPTR"
"h216.xlsx","ERFOTH19","ERFOTH"
"h216.xlsx","ERDEXP19","ERDEXP"
"h216.xlsx","ERDTCH19","ERDTCH"
"h216.xlsx","ERDSLF19","ERDSLF"
"h216.xlsx","ERDMCR19","ERDMCR"
"h216.xlsx","ERDMCD19","ERDMCD"
"h216.xlsx","ERDPRV19","ERDPRV"
"h216.xlsx","ERDVA19","ERDVA"
